id,winpick1,winpick2,winpick3,winpick4,winpick5,losepick1,losepick2,losepick3,losepick4,losepick5
Match_3656,Chou,Lylia,Martis,Moskov,Yin,Badang,Benedetta,Natalia,Wanwan,Xavier
Match_3657,Badang,Chou,Clint,Martis,Xavier,Edith,Gusion,Hayabusa,Lolita,Moskov
Match_3658,Lancelot,Melissa,Minsitthar,Selena,Xavier,Brody,Chou,Hanzo,Nana,Tigreal
Match_3659,Hanabi,Lancelot,Lapu-Lapu,Minotaur,Pharsa,Atlas,Badang,Eudora,Lesley,Ling
Match_3660,Hanzo,Hilda,Minotaur,Moskov,Pharsa,Cecilion,Dyrroth,Edith,Hanabi,Julian
Match_3661,Chou,Fanny,Khufra,Melissa,Pharsa,Cecilion,Clint,Karina,Minsitthar,Rafaela
Match_3662,Benedetta,Hanabi,Khufra,Paquito,Xavier,Brody,Cecilion,Diggie,Esmeralda,Freya
Match_3663,Aamon,Cecilion,Estes,Karrie,Minsitthar,Grock,Lolita,Luo Yi,Moskov,Roger
Match_3664,Arlott,Cecilion,Clint,Joy,Khufra,Fanny,Kaja,Lesley,X.Borg,Xavier
Match_3665,Cecilion,Edith,Karrie,Khufra,Ling,Alucard,Claude,Esmeralda,Estes,Xavier
Match_3666,Edith,Hilda,Kadita,Martis,Popol and Kupa,Badang,Cecilion,Estes,Julian,Karrie
Match_3667,Aamon,Aldous,Cecilion,Khufra,Miya,Akai,Brody,Edith,Franco,Nana
Match_3668,Aamon,Bane,Beatrix,Minsitthar,Xavier,Brody,Cecilion,Esmeralda,Granger,Khufra
Match_3669,Minsitthar,Moskov,Selena,Yin,Yve,Cecilion,Floryn,Martis,Ruby,Wanwan
Match_3670,Alucard,Cecilion,Edith,Khufra,Moskov,Atlas,Benedetta,Dyrroth,Miya,Vexana
Match_3671,Atlas,Cecilion,Edith,Fanny,Lesley,Akai,Claude,Joy,Martis,Xavier
Match_3672,Brody,Cyclops,Diggie,Fredrinn,Yu Zhong,Atlas,Cecilion,Julian,Lunox,Terizla
Match_3673,Chou,Clint,Khufra,Lancelot,Yve,Claude,Harley,Joy,Lapu-Lapu,Tigreal
Match_3674,Atlas,Beatrix,Lapu-Lapu,Martis,Valentina,Claude,Esmeralda,Faramis,Fredrinn,Xavier
Match_3675,Badang,Martis,Melissa,Minsitthar,Pharsa,Clint,Faramis,Gatotkaca,Yi Sun-shin,Yu Zhong
Match_3676,Angela,Claude,Kadita,Minsitthar,Yi Sun-shin,Gatotkaca,Hayabusa,Kaja,Karrie,Yve
Match_3677,Alucard,Fredrinn,Kaja,Melissa,Pharsa,Claude,Faramis,Gatotkaca,Lancelot,Lancelot
Match_3678,Brody,Gatotkaca,Lancelot,Lapu-Lapu,Yve,Chou,Estes,Julian,Layla,Lylia
Match_3679,Arlott,Claude,Franco,Gatotkaca,Yve,Akai,Grock,Ling,Melissa,Pharsa
Match_3680,Benedetta,Brody,Kaja,Ling,Valentina,Aamon,Edith,Gatotkaca,Lesley,Xavier
Match_3681,Gatotkaca,Hayabusa,Karrie,Minsitthar,Valentina,Aldous,Grock,Gusion,Lesley,Selena
Match_3682,Arlott,Gatotkaca,Jawhead,Karrie,Yve,Atlas,Claude,Faramis,Grock,Joy
Match_3683,Gatotkaca,Karrie,Lancelot,Lapu-Lapu,Valentina,Beatrix,Faramis,Gloo,Khufra,Ling
Match_3684,Alucard,Gloo,Lesley,Lunox,Minsitthar,Claude,Cyclops,Diggie,Gatotkaca,Helcurt
Match_3685,Cecilion,Gloo,Ling,Melissa,Minsitthar,Gatotkaca,Khufra,Lancelot,Wanwan,Xavier
Match_3686,Hanabi,Hayabusa,Khufra,Lunox,Minsitthar,Fanny,Gatotkaca,Kaja,Moskov,Yve
Match_3687,Fanny,Gatotkaca,Minsitthar,Moskov,Pharsa,Kaja,Karrie,Martis,Terizla,Yve
Match_3688,Chou,Fanny,Gatotkaca,Melissa,Pharsa,Beatrix,Edith,Khufra,Lancelot,Lunox
Match_3689,Alucard,Atlas,Gloo,Karrie,Yve,Brody,Khufra,Lancelot,Lapu-Lapu,Xavier
Match_3690,Claude,Khufra,Lapu-Lapu,Martis,Xavier,Akai,Brody,Gatotkaca,Gloo,Valentina
Match_3691,Angela,Beatrix,Dyrroth,Hayabusa,Kagura,Brody,Gatotkaca,Helcurt,Joy,Valentina
Match_3692,Gatotkaca,Joy,Ling,Pharsa,Wanwan,Esmeralda,Khufra,Lancelot,Melissa,Valentina
Match_3693,Bane,Eudora,Franco,Hanzo,Natan,Atlas,Melissa,Ruby,Saber,Valir
Match_3694,Aldous,Hayabusa,Joy,Khufra,Lesley,Badang,Fanny,Franco,Natan,Xavier
Match_3695,Cecilion,Chou,Estes,Hayabusa,Natan,Hanabi,Ling,Mathilda,Valentina,Yu Zhong
Match_3696,Chou,Estes,Natan,Valentina,Yin,Belerick,Gusion,Joy,Luo Yi,Moskov
Match_3697,Badang,Lolita,Natan,Saber,Xavier,Change,Fanny,Franco,Lapu-Lapu,Lesley
Match_3698,Cecilion,Edith,Natan,Saber,Terizla,Akai,Claude,Hayabusa,Jawhead,Vexana
Match_3699,Franco,Gatotkaca,Martis,Moskov,Vexana,Faramis,Fredrinn,Lancelot,Natan,Selena
Match_3700,Hayabusa,Natan,Selena,Thamuz,Valentina,Change,Fanny,Franco,Freya,Moskov
Match_3701,Harley,Johnson,Vexana,Wanwan,Yu Zhong,Dyrroth,Mathilda,Natan,Roger,Selena
Match_3702,Brody,Fredrinn,Martis,Pharsa,Selena,Akai,Dyrroth,Franco,Nana,Natan
Match_3703,Alucard,Franco,Freya,Natan,Valentina,Alice,Atlas,Brody,Ling,Vale
Match_3704,Clint,Lolita,Luo Yi,Saber,Yu Zhong,Estes,Martis,Natan,Pharsa,Zilong
Match_3705,Akai,Esmeralda,Khufra,Moskov,Nana,Cecilion,Claude,Gloo,Hylos,Martis
Match_3706,Akai,Esmeralda,Moskov,Selena,Xavier,Beatrix,Fredrinn,Kagura,Khufra,Minsitthar
Match_3707,Aldous,Change,Hanzo,Minsitthar,Moskov,Dyrroth,Kaja,Martis,Natan,Zhask
Match_3708,Belerick,Gloo,Martis,Natan,Yve,Edith,Gusion,Hanabi,Johnson,Zhask
Match_3709,Faramis,Fredrinn,Natan,Vexana,Yu Zhong,Atlas,Karina,Lapu-Lapu,Lunox,Melissa
Match_3710,Aldous,Edith,Martis,Valentina,Wanwan,Gatotkaca,Granger,Natan,Terizla,Vexana
Match_3711,Arlott,Eudora,Gusion,Irithel,Kaja,Benedetta,Franco,Harley,Joy,Natan
Match_3712,Cecilion,Franco,Martis,Moskov,Terizla,Gloo,Irithel,Kaja,Ling,Xavier
Match_3713,Estes,Freya,Melissa,Thamuz,Valentina,Arlott,Beatrix,Johnson,Julian,Martis
Match_3714,Freya,Khufra,Lesley,Lunox,Thamuz,Badang,Fanny,Franco,Wanwan,Zhask
Match_3715,Aldous,Franco,Hayabusa,Melissa,Valentina,Fredrinn,Karrie,Mathilda,Uranus,Xavier
Match_3716,Atlas,Freya,Melissa,Thamuz,Xavier,Aldous,Brody,Hayabusa,Lolita,Yve
Match_3717,Freya,Harley,Hilda,Thamuz,Wanwan,Brody,Helcurt,Khufra,Ling,Valentina
Match_3718,Chou,Clint,Gloo,Kagura,Thamuz,Beatrix,Fredrinn,Hylos,Xavier,Yin
Match_3719,Franco,Kimmy,Lunox,Martis,Minsitthar,Arlott,Beatrix,Diggie,Thamuz,Valentina
Match_3720,Baxia,Beatrix,Fredrinn,Khaleed,Pharsa,Melissa,Minsitthar,Thamuz,Xavier,Yu Zhong
Match_3721,Claude,Floryn,Lunox,Minsitthar,Thamuz,Fanny,Fredrinn,Kadita,Kaja,Melissa
Match_3722,Cecilion,Floryn,Miya,Ruby,Thamuz,Fanny,Harley,Karrie,Khufra,Minsitthar
Match_3723,Chou,Fanny,Kagura,Lapu-Lapu,Wanwan,Benedetta,Grock,Lesley,Thamuz,Valentina
Match_3724,Brody,Bruno,Diggie,Gloo,Pharsa,Estes,Fredrinn,Layla,Xavier,Yin
Match_3725,Badang,Floryn,Granger,Harley,Wanwan,Diggie,Freya,Gusion,Melissa,Valentina
Match_3726,Floryn,Kagura,Martis,Wanwan,Yu Zhong,Claude,Faramis,Franco,Julian,Lapu-Lapu
Match_3727,Floryn,Fredrinn,Gloo,Pharsa,Wanwan,Khufra,Ling,Melissa,Ruby,Valentina
Match_3728,Cecilion,Dyrroth,Floryn,Fredrinn,Wanwan,Arlott,Lolita,Martis,Popol and Kupa,Valentina
Match_3729,Floryn,Kagura,Martis,Rafaela,Wanwan,Atlas,Edith,Harley,Layla,Valentina
Match_3730,Faramis,Floryn,Gloo,Lancelot,Wanwan,Brody,Hanzo,Khufra,Lapu-Lapu,Yve
Match_3731,Bane,Beatrix,Gusion,Khufra,Minsitthar,Claude,Jawhead,Julian,Pharsa,Rafaela
Match_3732,Franco,Irithel,Kagura,Lancelot,Lapu-Lapu,Chou,Floryn,Granger,Wanwan,Zhask
Match_3733,Chou,Kaja,Lesley,Valentina,Yi Sun-shin,Floryn,Julian,Lapu-Lapu,Nana,Wanwan
Match_3734,Balmond,Chou,Floryn,Kagura,Wanwan,Alice,Julian,Melissa,Minotaur,Pharsa
Match_3735,Floryn,Fredrinn,Lapu-Lapu,Valentina,Wanwan,Brody,Khufra,Minsitthar,Xavier,Yin
Match_3736,Beatrix,Floryn,Joy,Martis,Xavier,Alucard,Chou,Cyclops,Franco,Lesley
Match_3737,Aldous,Cecilion,Floryn,Lancelot,Lesley,Claude,Gord,Khufra,Lunox,Martis
Match_3738,Akai,Faramis,Kagura,Melissa,Thamuz,Floryn,Lapu-Lapu,Layla,Minsitthar,Xavier
Match_3739,Aamon,Atlas,Floryn,Kadita,Wanwan,Aldous,Beatrix,Franco,Hayabusa,Pharsa
Match_3740,Gord,Harley,Irithel,Jawhead,X.Borg,Brody,Floryn,Ling,Minotaur,Valentina
Match_3741,Cyclops,Edith,Floryn,Martis,Wanwan,Franco,Granger,Lesley,Pharsa,Phoveus
Match_3742,Cyclops,Jawhead,Lesley,Minsitthar,Natalia,Floryn,Hanabi,Hayabusa,Julian,Kagura
Match_3743,Floryn,Guinevere,Ling,Wanwan,Xavier,Clint,Kaja,Lancelot,Pharsa,Yu Zhong
Match_3744,Aamon,Floryn,Martis,Pharsa,Wanwan,Aldous,Franco,Hanzo,Irithel,Kadita
Match_3745,Cecilion,Claude,Esmeralda,Grock,Kadita,Gloo,Karrie,Martis,Xavier,Yin
Match_3746,Cecilion,Esmeralda,Franco,Granger,Lesley,Bruno,Cyclops,Guinevere,Hylos,Yin
Match_3747,Dyrroth,Johnson,Minsitthar,Moskov,Xavier,Change,Esmeralda,Gloo,Hylos,Pharsa
Match_3748,Change,Esmeralda,Gloo,Hayabusa,Melissa,Cecilion,Edith,Harley,Hilda,Lesley
Match_3749,Franco,Gloo,Lancelot,Melissa,Vale,Bane,Mathilda,Pharsa,Yi Sun-shin,Yin
Match_3750,Franco,Kagura,Lesley,Ling,Martis,Cecilion,Esmeralda,Estes,Gloo,Hanabi
Match_3751,Esmeralda,Julian,Khufra,Lesley,Valentina,Belerick,Cecilion,Claude,Martis,Natan
Match_3752,Atlas,Esmeralda,Irithel,Martis,Valentina,Angela,Cecilion,Lapu-Lapu,Ling,Miya
Match_3753,Hayabusa,Kaja,Popol and Kupa,Xavier,Yu Zhong,Gloo,Lancelot,Lesley,Lolita,Pharsa
Match_3754,Angela,Claude,Hayabusa,Vale,Yu Zhong,Belerick,Karrie,Lesley,Martis,Pharsa
Match_3755,Aamon,Beatrix,Khufra,Lapu-Lapu,Xavier,Akai,Aldous,Hayabusa,Lunox,Wanwan
Match_3756,Arlott,Clint,Franco,Lancelot,Yve,Chou,Edith,Martis,Moskov,Pharsa
Match_3757,Franco,Jawhead,Kadita,Melissa,X.Borg,Claude,Esmeralda,Martis,Minsitthar,Pharsa
Match_3758,Claude,Gatotkaca,Lapu-Lapu,Martis,Yve,Esmeralda,Franco,Melissa,Pharsa,Yu Zhong
Match_3759,Esmeralda,Harith,Kaja,Lapu-Lapu,Wanwan,Franco,Gord,Karrie,Phoveus,Yi Sun-shin
Match_3760,Esmeralda,Franco,Lapu-Lapu,Valentina,Wanwan,Brody,Fanny,Harley,Khufra,Minsitthar
Match_3761,Akai,Beatrix,Edith,Franco,Valentina,Esmeralda,Khufra,Martis,Wanwan,Yve
Match_3762,Brody,Faramis,Freya,Harley,Khufra,Beatrix,Kadita,Lancelot,Lolita,Terizla
Match_3763,Alucard,Estes,Lesley,Minsitthar,Xavier,Claude,Esmeralda,Kaja,Ling,Pharsa
Match_3764,Chou,Franco,Irithel,Kimmy,Xavier,Brody,Fredrinn,Guinevere,Mathilda,Valentina
Match_3765,Joy,Khufra,Ling,Pharsa,Wanwan,Freya,Irithel,Kaja,Roger,Yve
Match_3766,Beatrix,Lapu-Lapu,Lolita,Valentina,Yi Sun-shin,Cecilion,Cyclops,Khufra,Melissa,Terizla
Match_3767,Aamon,Terizla,Valentina,Valir,Wanwan,Brody,Gloo,Hayabusa,Kadita,Kagura
Match_3768,Faramis,Lapu-Lapu,Lesley,Lunox,Saber,Brody,Esmeralda,Hayabusa,Selena,Valentina
Match_3769,Akai,Badang,Diggie,Melissa,Pharsa,Beatrix,Karina,Minotaur,Minsitthar,Vale
Match_3770,Bane,Brody,Carmilla,Harley,Xavier,Angela,Luo Yi,Melissa,Terizla,Yin
Match_3771,Badang,Claude,Diggie,Hayabusa,Valentina,Ling,Minotaur,Minsitthar,Moskov,Xavier
Match_3772,Fanny,Kaja,Karrie,Minsitthar,Pharsa,Gloo,Hayabusa,Irithel,Minotaur,Yve
Match_3773,Fanny,Franco,Melissa,Pharsa,Terizla,Claude,Lapu-Lapu,Ling,Minotaur,Yve
Match_3774,Gusion,Irithel,Minotaur,Valentina,Yu Zhong,Brody,Estes,Kagura,Martis,Minsitthar
Match_3775,Franco,Lancelot,Wanwan,Xavier,Yu Zhong,Alucard,Brody,Gloo,Minotaur,Valentina
Match_3776,Beatrix,Helcurt,Minotaur,Valentina,Yu Zhong,Alucard,Bruno,Gloo,Harley,Kadita
Match_3777,Chou,Karrie,Ling,Minotaur,Yve,Akai,Brody,Edith,Gloo,Xavier
Match_3778,Brody,Lapu-Lapu,Ling,Minotaur,Xavier,Aamon,Bane,Chou,Clint,Valentina
Match_3779,Arlott,Kadita,Lesley,Ling,Minotaur,Badang,Franco,Lancelot,Valentina,Wanwan
Match_3780,Fanny,Kagura,Lapu-Lapu,Lesley,Minotaur,Brody,Hilda,Khufra,Vexana,Yi Sun-shin
Match_3781,Akai,Alice,Beatrix,Selena,Xavier,Claude,Fanny,Franco,Terizla,Yve
Match_3782,Jawhead,Lapu-Lapu,Lesley,Selena,Xavier,Claude,Guinevere,Kadita,Minsitthar,Yve
Match_3783,Freya,Selena,Wanwan,Xavier,Yi Sun-shin,Angela,Helcurt,Khaleed,Popol and Kupa,Valentina
Match_3784,Hanzo,Lapu-Lapu,Popol and Kupa,Selena,Xavier,Aldous,Diggie,Helcurt,Pharsa,Wanwan
Match_3785,Dyrroth,Hanzo,Layla,Selena,Xavier,Aamon,Fredrinn,Lolita,Valentina,Wanwan
Match_3786,Franco,Lapu-Lapu,Moskov,Xavier,Yi Sun-shin,Benedetta,Hanzo,Melissa,Vale,Yve
Match_3787,Hanzo,Joy,Ling,Moskov,Natalia,Brody,Karina,Lapu-Lapu,Selena,Xavier
Match_3788,Arlott,Kagura,Martis,Selena,Wanwan,Brody,Franco,Hayabusa,Valentina,Yin
Match_3789,Fanny,Lapu-Lapu,Melissa,Selena,Xavier,Beatrix,Hayabusa,Khufra,Terizla,Valentina
Match_3790,Brody,Esmeralda,Hayabusa,Khufra,Valentina,Fanny,Franco,Grock,Melissa,Selena
Match_3791,Beatrix,Floryn,Lancelot,Lapu-Lapu,Valentina,Gloo,Hayabusa,Kadita,Pharsa,Wanwan
Match_3792,Edith,Fanny,Lesley,Pharsa,Selena,Brody,Eudora,Franco,Natalia,Ruby
Match_3793,Claude,Kagura,Karina,Minotaur,Sun,Hayabusa,Kaja,Lapu-Lapu,Melissa,Selena
Match_3794,Clint,Fanny,Selena,Terizla,Valentina,Barats,Brody,Cyclops,Franco,Grock
Match_3795,Beatrix,Diggie,Grock,Gusion,Hayabusa,Brody,Chou,Jawhead,Selena,Xavier
Match_3796,Akai,Claude,Selena,Terizla,Xavier,Fanny,Franco,Gloo,Valentina,Wanwan
Match_3797,Claude,Lancelot,Selena,Xavier,Yu Zhong,Badang,Khufra,Ling,Melissa,Valentina
Match_3798,Claude,Fredrinn,Martis,Selena,Xavier,Kaja,Ling,Moskov,Terizla,Yve
Match_3799,Franco,Hanzo,Moskov,Pharsa,Yu Zhong,Claude,Gloo,Lolita,Selena,Xavier
Match_3800,Chou,Julian,Lesley,Selena,Xavier,Atlas,Kimmy,Ling,Martis,Valentina
Match_3801,Aldous,Clint,Fredrinn,Phoveus,Ruby,Akai,Beatrix,Esmeralda,Khufra,Valentina
Match_3802,Aldous,Beatrix,Fredrinn,Phoveus,Ruby,Brody,Estes,Lancelot,Minsitthar,Valentina
Match_3803,Aldous,Beatrix,Fredrinn,Khufra,Phoveus,Atlas,Karina,Karrie,Terizla,Xavier
Match_3804,Atlas,Beatrix,Esmeralda,Julian,Yi Sun-shin,Aldous,Clint,Fredrinn,Khufra,Phoveus
Match_3805,Atlas,Cecilion,Karrie,Lancelot,Minsitthar,Aldous,Brody,Fredrinn,Khufra,Phoveus
Match_3806,Aldous,Brody,Fredrinn,Khufra,Phoveus,Kagura,Khaleed,Lesley,Martis,Minsitthar
Match_3807,Aldous,Brody,Fredrinn,Khufra,Phoveus,Barats,Estes,Natan,Pharsa,Terizla
Match_3808,Aldous,Brody,Fredrinn,Khufra,Phoveus,Atlas,Lancelot,Wanwan,Yin,Yve
Match_3809,Franco,Gloo,Lesley,Ling,Yve,Aldous,Brody,Fredrinn,Khufra,Phoveus
Match_3810,Akai,Alice,Claude,Khufra,Valentina,Aldous,Brody,Fredrinn,Lolita,Phoveus
Match_3811,Aldous,Brody,Fredrinn,Khufra,Phoveus,Claude,Esmeralda,Lolita,Lunox,Pharsa
Match_3812,Aldous,Brody,Fredrinn,Khufra,Phoveus,Esmeralda,Hanzo,Kaja,Lesley,Valentina
Match_3813,Claude,Edith,Estes,Harith,Kagura,Aldous,Atlas,Brody,Fredrinn,Phoveus
Match_3814,Aldous,Brody,Fanny,Khufra,Phoveus,Hanabi,Kaja,Martis,Minsitthar,Odette
Match_3815,Aldous,Brody,Fanny,Khufra,Phoveus,Akai,Esmeralda,Estes,Melissa,Xavier
Match_3816,Aldous,Brody,Fanny,Khufra,Phoveus,Esmeralda,Hylos,Karrie,Ling,Valentina
Match_3817,Badang,Beatrix,Fanny,Franco,Valentina,Clint,Edith,Fredrinn,Khufra,Phoveus
Match_3818,Beatrix,Fredrinn,Kadita,Lolita,Phoveus,Lesley,Martis,Mathilda,Terizla,Valir
Match_3819,Beatrix,Fanny,Franco,Lapu-Lapu,Valentina,Benedetta,Brody,Gloo,Khufra,Phoveus
Match_3820,Arlott,Fanny,Floryn,Melissa,Xavier,Barats,Brody,Khufra,Phoveus,Valentina
Match_3821,Aldous,Brody,Fanny,Khufra,Phoveus,Atlas,Clint,Cyclops,Joy,Khaleed
Match_3822,Arlott,Clint,Franco,Fredrinn,Pharsa,Aldous,Brody,Fanny,Khufra,Phoveus
Match_3823,Aldous,Brody,Fanny,Khufra,Phoveus,Aamon,Atlas,Julian,Layla,X.Borg
Match_3824,Aldous,Brody,Fanny,Khufra,Phoveus,Alice,Atlas,Julian,Lesley,Martis
Match_3825,Aldous,Brody,Fanny,Khufra,Phoveus,Eudora,Kaja,Martis,Ruby,Wanwan
Match_3826,Akai,Cecilion,Franco,Freya,Hanabi,Aldous,Atlas,Brody,Fanny,Phoveus
Match_3827,Aldous,Alucard,Atlas,Brody,Phoveus,Clint,Esmeralda,Fredrinn,Kaja,Valentina
Match_3828,Aamon,Atlas,Joy,Karrie,Yve,Aldous,Alucard,Brody,Kaja,Phoveus
Match_3829,Alice,Atlas,Joy,Valentina,Wanwan,Aldous,Brody,Kaja,Karina,Phoveus
Match_3830,Aldous,Alice,Brody,Kaja,Phoveus,Akai,Barats,Beatrix,Joy,Luo Yi
Match_3831,Aldous,Brody,Martis,Phoveus,Selena,Beatrix,Chou,Kaja,Paquito,Xavier
Match_3832,Aldous,Alucard,Lesley,Phoveus,Selena,Fredrinn,Kaja,Melissa,Pharsa,Yi Sun-shin
Match_3833,Aldous,Alucard,Beatrix,Phoveus,Selena,Arlott,Cecilion,Franco,Fredrinn,Lesley
Match_3834,Akai,Clint,Esmeralda,Selena,Valentina,Aldous,Alucard,Khufra,Moskov,Phoveus
Match_3835,Fredrinn,Grock,Joy,Moskov,Xavier,Aldous,Brody,Khufra,Martis,Phoveus
Match_3836,Beatrix,Franco,Minsitthar,X.Borg,Xavier,Aldous,Brody,Fredrinn,Khufra,Phoveus
Match_3837,Cecilion,Lesley,Martis,Minsitthar,Rafaela,Aldous,Brody,Fredrinn,Khufra,Phoveus
Match_3838,Aldous,Brody,Fredrinn,Khufra,Phoveus,Layla,Minsitthar,Tigreal,Wanwan,Yve
Match_3839,Aldous,Brody,Hanzo,Khufra,Phoveus,Beatrix,Hayabusa,Lapu-Lapu,Lolita,Valentina
Match_3840,Aldous,Brody,Hanzo,Khufra,Phoveus,Claude,Franco,Ling,Lylia,Minsitthar
Match_3841,Atlas,Claude,Granger,Joy,Pharsa,Brody,Cecilion,Diggie,Martis,Masha
Match_3842,Aamon,Cyclops,Faramis,Melissa,Uranus,Beatrix,Diggie,Granger,Gusion,Valentina
Match_3843,Granger,Karrie,Selena,Terizla,Valentina,Aldous,Brody,Dyrroth,Fanny,Kadita
Match_3844,Akai,Kagura,Lolita,Melissa,Yu Zhong,Cyclops,Granger,Kaja,Natan,X.Borg
Match_3845,Gloo,Johnson,Joy,Karrie,Pharsa,Claude,Esmeralda,Franco,Fredrinn,Valentina
Match_3846,Brody,Franco,Granger,Terizla,Xavier,Cecilion,Clint,Freya,Khufra,Ling
Match_3847,Badang,Julian,Kaja,Moskov,Pharsa,Belerick,Clint,Granger,Luo Yi,Selena
Match_3848,Franco,Hilda,Julian,Luo Yi,Moskov,Brody,Khufra,Lancelot,Martis,Valentina
Match_3849,Arlott,Granger,Kaja,Popol and Kupa,Xavier,Claude,Fredrinn,Kadita,Kagura,Uranus
Match_3850,Arlott,Franco,Granger,Wanwan,Xavier,Gloo,Khufra,Lancelot,Melissa,Pharsa
Match_3851,Claude,Granger,Lolita,Thamuz,Yve,Akai,Carmilla,Freya,Melissa,Vale
Match_3852,Hayabusa,Kadita,Karrie,Valentina,Yu Zhong,Harley,Kaja,Lapu-Lapu,Lesley,Ling
Match_3853,Claude,Gloo,Kaja,Ling,Pharsa,Dyrroth,Hayabusa,Kadita,Melissa,Rafaela
Match_3854,Alice,Beatrix,Estes,Granger,Martis,Jawhead,Karrie,Minsitthar,Paquito,Valentina
Match_3855,Estes,Fredrinn,Minsitthar,Pharsa,Popol and Kupa,Granger,Kadita,Karrie,Lancelot,Rafaela
Match_3856,Granger,Kadita,Lapu-Lapu,Melissa,Rafaela,Beatrix,Edith,Khufra,Martis,Xavier
Match_3857,Granger,Kadita,Karrie,Martis,Rafaela,Aldous,Claude,Floryn,Fredrinn,Valentina
Match_3858,Beatrix,Faramis,Granger,Lapu-Lapu,Vexana,Baxia,Martis,Melissa,Rafaela,Valentina
Match_3859,Cecilion,Dyrroth,Kaja,Ling,Melissa,Brody,Esmeralda,Hayabusa,Khufra,Xavier
Match_3860,Arlott,Atlas,Brody,Cecilion,Joy,Fanny,Franco,Hilda,Lesley,Luo Yi
Match_3861,Clint,Fanny,Gatotkaca,Hilda,Luo Yi,Brody,Cyclops,Johnson,Kagura,Martis
Match_3862,Brody,Fanny,Franco,Hilda,Xavier,Claude,Fredrinn,Khufra,Lunox,Zilong
Match_3863,Franco,Hilda,Lancelot,Luo Yi,Wanwan,Arlott,Floryn,Khufra,Lesley,Valir
Match_3864,Atlas,Beatrix,Fanny,Gloo,Luo Yi,Barats,Diggie,Estes,Hanabi,Minsitthar
Match_3865,Fanny,Franco,Gloo,Irithel,Luo Yi,Brody,Esmeralda,Fredrinn,Pharsa,Selena
Match_3866,Balmond,Chou,Lesley,Martis,Zhask,Beatrix,Dyrroth,Gusion,Kagura,Tigreal
Match_3867,Faramis,Lesley,Ling,Lunox,Minsitthar,Badang,Claude,Franco,Nana,Yin
Match_3868,Belerick,Brody,Cecilion,Yi Sun-shin,Zilong,Clint,Franco,Gusion,Thamuz,Valentina
Match_3869,Balmond,Beatrix,Chou,Franco,Valentina,Atlas,Brody,Cecilion,Joy,Yu Zhong
Match_3870,Arlott,Atlas,Brody,Cecilion,Granger,Bane,Beatrix,Franco,Thamuz,Valentina
Match_3871,Aamon,Clint,Freya,Selena,Valentina,Brody,Gusion,Hilda,Lylia,Minotaur
Match_3872,Edith,Fanny,Lylia,Melissa,Minotaur,Hilda,Irithel,Lancelot,Pharsa,Terizla
Match_3873,Edith,Fanny,Franco,Lylia,Moskov,Cyclops,Guinevere,Khaleed,Melissa,Natan
Match_3874,Edith,Fanny,Lylia,Melissa,Minotaur,Harley,Jawhead,Kadita,Layla,Valentina
Match_3875,Badang,Fanny,Layla,Lylia,Minotaur,Atlas,Beatrix,Edith,Ling,Pharsa
Match_3876,Brody,Fanny,Gloo,Lylia,Minotaur,Balmond,Dyrroth,Edith,Hanabi,Nana
Match_3877,Brody,Fanny,Gloo,Lylia,Minotaur,Fredrinn,Hanabi,Lancelot,Saber,Xavier
Match_3878,Cecilion,Claude,Edith,Fanny,Franco,Chou,Gusion,Harith,Jawhead,Moskov
Match_3879,Atlas,Chou,Karrie,Lancelot,Nana,Edith,Franco,Layla,Roger,Valentina
Match_3880,Alice,Faramis,Hanzo,Irithel,Minsitthar,Arlott,Fredrinn,Layla,Natalia,Pharsa
Match_3881,Franco,Gloo,Lancelot,Silvanna,Xavier,Chou,Kagura,Lesley,Lolita,Yin
Match_3882,Fredrinn,Freya,Mathilda,Moskov,Yve,Chou,Claude,Kagura,Minsitthar,Yin
Match_3883,Akai,Fanny,Joy,Lesley,Xavier,Hilda,Kaja,Moskov,Valir,Yin
Match_3884,Dyrroth,Hanzo,Khufra,Melissa,Xavier,Claude,Lapu-Lapu,Lolita,Valentina,Yin
Match_3885,Beatrix,Fanny,Kadita,Valentina,Yin,Kagura,Khufra,Martis,Melissa,Yi Sun-shin
Match_3886,Atlas,Kagura,Kaja,Lesley,Yi Sun-shin,Beatrix,Dyrroth,Hanzo,Johnson,Joy
Match_3887,Brody,Cyclops,Fanny,Franco,Joy,Argus,Hanabi,Khufra,Nana,Yin
Match_3888,Argus,Grock,Karrie,Yin,Yve,Fanny,Khaleed,Khufra,Melissa,Pharsa
Match_3889,Gloo,Khufra,Moskov,Yin,Yve,Clint,Edith,Kagura,Natan,Xavier
Match_3890,Brody,Harley,Khufra,Yin,Yve,Hanzo,Kadita,Minsitthar,Selena,Wanwan
Match_3891,Benedetta,Brody,Lolita,Yi Sun-shin,Yve,Freya,Khufra,Melissa,Pharsa,Roger
Match_3892,Barats,Franco,Melissa,Yin,Yve,Brody,Grock,Harley,Lancelot,Pharsa
Match_3893,Franco,Joy,Lancelot,Moskov,Xavier,Lesley,Martis,Pharsa,Sun,Tigreal
Match_3894,Khufra,Lapu-Lapu,Minsitthar,Wanwan,Xavier,Beatrix,Cecilion,Edith,Harley,Yin
Match_3895,Aamon,Brody,Johnson,Martis,Pharsa,Grock,Hilda,Kimmy,Melissa,Yin
